final_key,job_number,issuer_name,service,cusip6,mt_date,ml_date,record_date,mgmt_rec,proposal,proposal_type,director_number,director_name,Category,Subcategory,Mini_Category,Mini_Subcategory,final_Category,final_Subcategory
"2025-05-02||89357L||To approve an amendment to our amended and restated certificate of Inc, as amended, in the form attached to the proxy statement as Annex A, to, at the discretion of our Board, effect a reverse stock split of our outstanding shares of common stock, par value $0.0001 per share, at any time prior to the one-year anniversary date of the Special Meeting, at a ratio, ranging from one-for- ten (1:10) to one-for-forty (1:40), with the exact ratio to be set within that range at the discretion of our Board without further approval (the ""Reverse Stock Split Proposal"").||-1||-1",Z90062,"TRANSCODE THERAPEUTICS, INC.",BN,89357L,5/2/2025,4/16/2025,4/3/2025,F,"To approve an amendment to our amended and restated certificate of Inc, as amended, in the form attached to the proxy statement as Annex A, to, at the discretion of our Board, effect a reverse stock split of our outstanding shares of common stock, par value $0.0001 per share, at any time prior to the one-year anniversary date of the Special Meeting, at a ratio, ranging from one-for- ten (1:10) to one-for-forty (1:40), with the exact ratio to be set within that range at the discretion of our Board without further approval (the ""Reverse Stock Split Proposal"").",MG,-1,-1,Corporate Structure,Supermajority Voting,Corporate Structure,Miscellaneous Corporate Actions,Shareholder Equity,Stock Splits/Reverse Stock Splits
"2025-02-25||89357L||To approve, (i) for purposes of complying with Nasdaq Listing Rule 5635(d), the full issuance of shares of common stock, par value $0.0001 per share by TransCode Therapeutics, Inc. upon exercise of the Series C and the Series D (together with the Series C Warrants, the ""Warrants""), (ii) a series of adjustments to the exercise price of the Warrants and an increase in the underlying Common Stock of the Warrants, (iii) an alternative cashless exercise feature in the Series D Warrants (iv) an adjustment to the exercise price and number of Warrants.||-1||-1",Z89155,"TRANSCODE THERAPEUTICS, INC.",BN,89357L,2/25/2025,1/9/2025,12/23/2024,F,"To approve, (i) for purposes of complying with Nasdaq Listing Rule 5635(d), the full issuance of shares of common stock, par value $0.0001 per share by TransCode Therapeutics, Inc. upon exercise of the Series C and the Series D (together with the Series C Warrants, the ""Warrants""), (ii) a series of adjustments to the exercise price of the Warrants and an increase in the underlying Common Stock of the Warrants, (iii) an alternative cashless exercise feature in the Series D Warrants (iv) an adjustment to the exercise price and number of Warrants.",MG,-1,-1,,,Shareholder Equity,Warrants/Bonds/Notes,Shareholder Equity,Warrants/Bonds/Notes
"2025-04-30||89677Y||Election of Class II Director to serve until the 2028 Annual Meeting of the Company's stockholders, or until their respective successors are duly elected and qualified: Gilbert E. Ahye||-1||-1",P25283,TRIPLEPOINT VENTURE GROWTH BDC CORP.,BN,89677Y,4/30/2025,3/17/2025,3/7/2025,F,"Election of Class II Director to serve until the 2028 Annual Meeting of the Company's stockholders, or until their respective successors are duly elected and qualified: Gilbert E. Ahye",MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
"2025-04-30||89677Y||Election of Class II Director to serve until the 2028 Annual Meeting of the Company's stockholders, or until their respective successors are duly elected and qualified: Steven P. Bird||-1||-1",P25283,TRIPLEPOINT VENTURE GROWTH BDC CORP.,BN,89677Y,4/30/2025,3/17/2025,3/7/2025,F,"Election of Class II Director to serve until the 2028 Annual Meeting of the Company's stockholders, or until their respective successors are duly elected and qualified: Steven P. Bird",MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
"2025-04-30||89677Y||Election of Class II Director to serve until the 2028 Annual Meeting of the Company's stockholders, or until their respective successors are duly elected and qualified: Kimberley H. Vogel||-1||-1",P25283,TRIPLEPOINT VENTURE GROWTH BDC CORP.,BN,89677Y,4/30/2025,3/17/2025,3/7/2025,F,"Election of Class II Director to serve until the 2028 Annual Meeting of the Company's stockholders, or until their respective successors are duly elected and qualified: Kimberley H. Vogel",MG,-1,-1,Board of Directors,Elections,Board of Directors,Board Classification,Board of Directors,Elections
2025-04-29||89832Q||Advisory vote to approve Truist's executive compensation program.||-1||-1,P24498,TRUIST FINANCIAL CORPORATION,BN,89832Q,4/29/2025,3/24/2025,2/20/2025,F,Advisory vote to approve Truist's executive compensation program.,MG,-1,-1,Compensation,Animal Rights,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
2025-01-14||904708||Election of Class III Director to serve for a term of three years until the 2028 Annual Meeting of Shareholders and until their respective successors are duly elected and qualified: Sergio A. Pupkin||-1||-1,P20987,UNIFIRST CORPORATION,BN,904708,1/14/2025,12/9/2024,11/15/2024,F,Election of Class III Director to serve for a term of three years until the 2028 Annual Meeting of Shareholders and until their respective successors are duly elected and qualified: Sergio A. Pupkin,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
2025-05-02||917488||Election of Director to serve a three year term and until their successor is elected and qualified: Carrie Leigh||-1||-1,P27196,"UTAH MEDICAL PRODUCTS, INC.",BN,917488,5/2/2025,4/9/2025,3/3/2025,F,Election of Director to serve a three year term and until their successor is elected and qualified: Carrie Leigh,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
"2025-01-15||928251||To approve an amendment to the Company's Amended and Restated Certificate of Incorporation, in substantially the form attached to the proxy statement as Annex A, to, at the discretion of the BOD of the Company, effect a reverse stock split with respect to the Company's issued and outstanding common stock, par value $0.00001 per share, including stock held by the Company as treasury shares, at a ratio of 1-for-2 to 1-for-240, with the ratio within such Range to be determined at the discretion of the Board and included in a public announcement.||-1||-1",Z88995,"VIRPAX PHARMACEUTICALS, INC.",BN,928251,1/15/2025,12/13/2024,11/21/2024,F,"To approve an amendment to the Company's Amended and Restated Certificate of Incorporation, in substantially the form attached to the proxy statement as Annex A, to, at the discretion of the BOD of the Company, effect a reverse stock split with respect to the Company's issued and outstanding common stock, par value $0.00001 per share, including stock held by the Company as treasury shares, at a ratio of 1-for-2 to 1-for-240, with the ratio within such Range to be determined at the discretion of the Board and included in a public announcement.",MG,-1,-1,Corporate Actions,Supermajority Voting,Corporate Structure,Miscellaneous Corporate Actions,Shareholder Equity,Stock Splits/Reverse Stock Splits
"2025-01-15||928251||To approve an adjournment of the 2025 Special Meeting to a later date or dates, if necessary, to permit further solicitation and vote of proxies in the event there are not sufficient votes in favor of the Reverse Stock Split Proposal and/or the Director Proposal (the ""Adjournment Proposal"" or ""Proposal 3"").||-1||-1",Z88995,"VIRPAX PHARMACEUTICALS, INC.",BN,928251,1/15/2025,12/13/2024,11/21/2024,F,"To approve an adjournment of the 2025 Special Meeting to a later date or dates, if necessary, to permit further solicitation and vote of proxies in the event there are not sufficient votes in favor of the Reverse Stock Split Proposal and/or the Director Proposal (the ""Adjournment Proposal"" or ""Proposal 3"").",MG,-1,-1,Shareholder Rights,Omnibus Stock Plan,Shareholder Rights,Meeting Management,Shareholder Rights,Meeting Management
"2025-04-30||961765||To approve the Eleventh Amended and Restated Westwood Holdings Group, Inc. Stock Incentive Plan.||-1||-1",P24596,"WESTWOOD HOLDINGS GROUP, INC.",BN,961765,4/30/2025,4/2/2025,3/3/2025,F,"To approve the Eleventh Amended and Restated Westwood Holdings Group, Inc. Stock Incentive Plan.",MG,-1,-1,Compensation,Health,Compensation,Stock Option Plans,Compensation,Omnibus Stock Plan
"2025-02-03||97382D||To approve an amendment to our Amended and Restated Windtree Therapeutics, Inc. 2020 Equity Incentive Plan to increase the number of shares of common stock, par value $0.001 per share, authorized for issuance under such plan from 41,010 shares to 1,141,010 shares.||-1||-1",S05496,"WINDTREE THERAPEUTICS, INC.",BN,97382D,2/3/2025,1/10/2025,12/20/2024,F,"To approve an amendment to our Amended and Restated Windtree Therapeutics, Inc. 2020 Equity Incentive Plan to increase the number of shares of common stock, par value $0.001 per share, authorized for issuance under such plan from 41,010 shares to 1,141,010 shares.",MG,-1,-1,Compensation,Health,Compensation,Omnibus Stock Plan,Compensation,Omnibus Stock Plan
"2025-02-03||97382D||To approve an amendment to our Amended and Restated Certificate of Incorporation, as amended, to effect a reverse stock split of our outstanding shares of common stock, par value $0.001 per share by a ratio of any whole number between 1-for-5 and 1-for 50, the implementation and timing of which shall be subject to the discretion of the Board of Directors.||-1||-1",S05496,"WINDTREE THERAPEUTICS, INC.",BN,97382D,2/3/2025,1/10/2025,12/20/2024,F,"To approve an amendment to our Amended and Restated Certificate of Incorporation, as amended, to effect a reverse stock split of our outstanding shares of common stock, par value $0.001 per share by a ratio of any whole number between 1-for-5 and 1-for 50, the implementation and timing of which shall be subject to the discretion of the Board of Directors.",MG,-1,-1,Shareholder Equity,Financial Statements,Corporate Structure,Miscellaneous Corporate Actions,Shareholder Equity,Stock Splits/Reverse Stock Splits
"2025-04-10||98420U||To approve an amendment to the Company's Amended and Restated Certificate of Incorporation to classify the Board of Directors into two classes, with the directors in each class to serve staggered two-year terms.||-1||-1",S09917,"XWELL, INC.",BN,98420U,4/10/2025,3/4/2025,2/14/2025,F,"To approve an amendment to the Company's Amended and Restated Certificate of Incorporation to classify the Board of Directors into two classes, with the directors in each class to serve staggered two-year terms.",MG,-1,-1,Board of Directors,Executive Pay Evaluation (Say on Pay),Board of Directors,Board Classification,Board of Directors,Board Classification
"2025-04-10||98420U||To approve an amendment to the XWELL, Inc. 2020 Equity Incentive Plan (as amended, the ""2020 Plan"") to (i) increase the aggregate number of shares of Common Stock reserved for issuance under the 2020 Plan by 2,500,000 shares to a total of 3,125,000 shares and (ii) increase the maximum number of shares of Common Stock subject to awards granted during a single fiscal year to any director who is not an employee or consultant during the fiscal year to $750,000.||-1||-1",S09917,"XWELL, INC.",BN,98420U,4/10/2025,3/4/2025,2/14/2025,F,"To approve an amendment to the XWELL, Inc. 2020 Equity Incentive Plan (as amended, the ""2020 Plan"") to (i) increase the aggregate number of shares of Common Stock reserved for issuance under the 2020 Plan by 2,500,000 shares to a total of 3,125,000 shares and (ii) increase the maximum number of shares of Common Stock subject to awards granted during a single fiscal year to any director who is not an employee or consultant during the fiscal year to $750,000.",MG,-1,-1,,,Compensation,Stock Option Plans,Shareholder Equity,Authorize Stock Increase
"2025-01-10||98980G||To approve an amendment and restatement of the Zscaler, Inc. FY2018 Equity Incentive Plan.||-1||-1",P19619,"ZSCALER, INC.",BN,98980G,1/10/2025,12/3/2024,11/13/2024,F,"To approve an amendment and restatement of the Zscaler, Inc. FY2018 Equity Incentive Plan.",MG,-1,-1,Compensation,Health,Compensation,Stock Option Plans,Compensation,Omnibus Stock Plan
"2025-03-04||98987D||The approval of the issuance of up to an aggregate of 1,637,000 shares of the Company's common stock issuable upon the exercise of certain warrants to purchase the Company's common stock, in accordance with Nasdaq Listing Rule 5635(d).||-1||-1",S03116,"ZYVERSA THERAPEUTICS, INC.",BN,98987D,3/4/2025,1/23/2025,1/7/2025,F,"The approval of the issuance of up to an aggregate of 1,637,000 shares of the Company's common stock issuable upon the exercise of certain warrants to purchase the Company's common stock, in accordance with Nasdaq Listing Rule 5635(d).",MG,-1,-1,Shareholder Equity,,Shareholder Equity,Warrants/Bonds/Notes,Shareholder Equity,Warrants/Bonds/Notes
