left_issuer,left_proposal,left_identifier,right_issuer,right_proposal,right_identifier,confidence,reason,match_type
"PENNS WOODS BANCORP, INC.","A proposal to approve the adjournment of the special meeting, if necessary, to solicit additional proxies in the event there are not sufficient votes at the time of the special meeting to adopt and approve the Agreement and Plan of Merger.","2025-04-22||708430||A proposal to approve the adjournment of the special meeting, if necessary, to solicit additional proxies in the event there are not sufficient votes at the time of the special meeting to adopt and approve the Agreement and Plan of Merger.||-1||-1",Penns Woods Bancorp Inc.,,,0,unmatched_left,unmatched
"AVANOS MEDICAL,INC.","Approval of an amendment to the Company's 2021 Long Term Incentive Plan to increase the number of shares reserved for issuance thereunder by 2,250,000 shares.","2025-04-24||05350V||Approval of an amendment to the Company's 2021 Long Term Incentive Plan to increase the number of shares reserved for issuance thereunder by 2,250,000 shares.||-1||-1",Avanos Medical Inc,Amend Omnibus Stock Plan,30214_4,0.7,"Both proposals involve amendments to stock plans, focusing on compensation and incentives.",gpt_matched
"AVANOS MEDICAL,INC.",Advisory vote to approve named executive officer compensation.,2025-04-24||05350V||Advisory vote to approve named executive officer compensation.||-1||-1,Avanos Medical Inc,,,0,unmatched_left,unmatched
"AVANOS MEDICAL,INC.",Election of Director to serve until the 2026 Annual Meeting: Dr. Julie Shimer,2025-04-24||05350V||Election of Director to serve until the 2026 Annual Meeting: Dr. Julie Shimer||-1||-1,Avanos Medical Inc,,,0,unmatched_left,unmatched
"AVANOS MEDICAL,INC.",Election of Director to serve until the 2026 Annual Meeting: Dr. Lisa Egbuonu-Davis,2025-04-24||05350V||Election of Director to serve until the 2026 Annual Meeting: Dr. Lisa Egbuonu-Davis||-1||-1,Avanos Medical Inc,,,0,unmatched_left,unmatched
"AVANOS MEDICAL,INC.",Election of Director to serve until the 2026 Annual Meeting: Gary D. Blackford,2025-04-24||05350V||Election of Director to serve until the 2026 Annual Meeting: Gary D. Blackford||-1||-1,Avanos Medical Inc,,,0,unmatched_left,unmatched
"AVANOS MEDICAL,INC.",Election of Director to serve until the 2026 Annual Meeting: Indrani L. Franchini,2025-04-24||05350V||Election of Director to serve until the 2026 Annual Meeting: Indrani L. Franchini||-1||-1,Avanos Medical Inc,,,0,unmatched_left,unmatched
"AVANOS MEDICAL,INC.",Election of Director to serve until the 2026 Annual Meeting: Patrick J. O'Leary,2025-04-24||05350V||Election of Director to serve until the 2026 Annual Meeting: Patrick J. O'Leary||-1||-1,Avanos Medical Inc,,,0,unmatched_left,unmatched
"AVANOS MEDICAL,INC.",Ratification of the appointment of Deloitte & Touche LLP as the Company's independent registered public accounting firm for 2025.,2025-04-24||05350V||Ratification of the appointment of Deloitte & Touche LLP as the Company's independent registered public accounting firm for 2025.||-1||-1,Avanos Medical Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Advisory Vote on Executive Compensation.,2025-04-24||174610||Advisory Vote on Executive Compensation.||-1||-1,Citizens Financial Group Inc,Advisory Vote to Ratify Named Executive Officers' Compensation,30485_2,0.9,"Both proposals relate to executive compensation, with the left proposal being an advisory vote on executive compensation and the right proposal focusing on ratifying named executive officers' compensation.",gpt_matched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: Bruce Van Saun,2025-04-24||174610||Election of Director: Bruce Van Saun||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: Christine M. Cumming,2025-04-24||174610||Election of Director: Christine M. Cumming||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: Christopher J. Swift,2025-04-24||174610||Election of Director: Christopher J. Swift||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: Claude E. Wade,2025-04-24||174610||Election of Director: Claude E. Wade||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: Edward J. Kelly III,2025-04-24||174610||Election of Director: Edward J. Kelly III||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: Kevin Cummings,2025-04-24||174610||Election of Director: Kevin Cummings||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: Lee Alexander,2025-04-24||174610||Election of Director: Lee Alexander||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: Marita Zuraitis,2025-04-24||174610||Election of Director: Marita Zuraitis||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: Michele N. Siekerka,2025-04-24||174610||Election of Director: Michele N. Siekerka||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: Robert G. Leary,2025-04-24||174610||Election of Director: Robert G. Leary||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: Terrance J. Lillis,2025-04-24||174610||Election of Director: Terrance J. Lillis||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: Tracy A. Atkinson,2025-04-24||174610||Election of Director: Tracy A. Atkinson||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Election of Director: William P. Hankowsky,2025-04-24||174610||Election of Director: William P. Hankowsky||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"CITIZENS FINANCIAL GROUP, INC.",Ratify the appointment of Deloitte & Touche LLP as our independent registered public accounting firm for the 2025 fiscal year.,2025-04-24||174610||Ratify the appointment of Deloitte & Touche LLP as our independent registered public accounting firm for the 2025 fiscal year.||-1||-1,Citizens Financial Group Inc,,,0,unmatched_left,unmatched
"LIBERTY TRIPADVISOR HOLDINGS, INC.","A proposal to approve the adjournment of the special meeting from time to time to solicit additional proxies in favor of the merger proposal or the charter amendment proposal, as applicable, if there are insufficient votes at the time of such adjournment to approve the merger proposal or the charter amendment proposal, as applicable, or if otherwise determined by the chairperson of the meeting to be necessary or appropriate.","2025-04-24||531465||A proposal to approve the adjournment of the special meeting from time to time to solicit additional proxies in favor of the merger proposal or the charter amendment proposal, as applicable, if there are insufficient votes at the time of such adjournment to approve the merger proposal or the charter amendment proposal, as applicable, or if otherwise determined by the chairperson of the meeting to be necessary or appropriate.||-1||-1",Liberty TripAdvisor Holdings Inc,,,0,unmatched_left,unmatched
"LIBERTY TRIPADVISOR HOLDINGS, INC.","A proposal to approve the adoption of an amendment to the Liberty TripAdvisor certificate of incorporation, which amends certain provisions of the certificate of designations to provide that, in connection with the merger, all shares of Liberty TripAdvisor preferred stock issued and outstanding immediately prior to the effective time of the merger (other than the excluded treasury shares) will be converted into the right to receive the preferred share merger consideration (the ""charter amendment proposal"").","2025-04-24||531465||A proposal to approve the adoption of an amendment to the Liberty TripAdvisor certificate of incorporation, which amends certain provisions of the certificate of designations to provide that, in connection with the merger, all shares of Liberty TripAdvisor preferred stock issued and outstanding immediately prior to the effective time of the merger (other than the excluded treasury shares) will be converted into the right to receive the preferred share merger consideration (the ""charter amendment proposal"").||-1||-1",Liberty TripAdvisor Holdings Inc,,,0,unmatched_left,unmatched
"LIBERTY TRIPADVISOR HOLDINGS, INC.","A proposal to approve the adoption of the Agreement and Plan of Merger, dated December 18, 2024 (as may be amended from time to time, the ""merger agreement""), by and among Tripadvisor, Inc., a Delaware corporation (""Tripadvisor""), Liberty TripAdvisor Holdings, Inc., a Delaware corporation (""Liberty TripAdvisor""), and Telluride Merger Sub Corp., a Delaware corporation and an indirect wholly owned subsidiary of Tripadvisor (""Merger Sub""), pursuant to which Merger Sub will merge with and into Liberty ...(due to space limits, see proxy material for full proposal).","2025-04-24||531465||A proposal to approve the adoption of the Agreement and Plan of Merger, dated December 18, 2024 (as may be amended from time to time, the ""merger agreement""), by and among Tripadvisor, Inc., a Delaware corporation (""Tripadvisor""), Liberty TripAdvisor Holdings, Inc., a Delaware corporation (""Liberty TripAdvisor""), and Telluride Merger Sub Corp., a Delaware corporation and an indirect wholly owned subsidiary of Tripadvisor (""Merger Sub""), pursuant to which Merger Sub will merge with and into Liberty ...(due to space limits, see proxy material for full proposal).||-1||-1",Liberty TripAdvisor Holdings Inc,,,0,unmatched_left,unmatched
"LIBERTY TRIPADVISOR HOLDINGS, INC.","A proposal to approve, on an advisory (nonbinding) basis, the compensation that may be paid or become payable to Liberty TripAdvisor's named executive officers that is based on or related to the merger agreement and the transactions contemplated thereby.","2025-04-24||531465||A proposal to approve, on an advisory (nonbinding) basis, the compensation that may be paid or become payable to Liberty TripAdvisor's named executive officers that is based on or related to the merger agreement and the transactions contemplated thereby.||-1||-1",Liberty TripAdvisor Holdings Inc,,,0,unmatched_left,unmatched
"LIBERTY TRIPADVISOR HOLDINGS, INC.",,,Liberty TripAdvisor Holdings Inc,Advisory Vote on Golden Parachutes,30764_3,0,unmatched_right,unmatched
PFIZER INC.,2025 advisory approval of executive compensation,2025-04-24||717081||2025 advisory approval of executive compensation||-1||-1,Pfizer Inc.,Advisory Vote to Ratify Named Executive Officers' Compensation,17_3,0.9,"Both proposals relate to executive compensation, with the left proposal being an advisory vote on executive compensation and the right proposal ratifying compensation for named executive officers.",gpt_matched
PFIZER INC.,Election of Director: Albert Bourla,2025-04-24||717081||Election of Director: Albert Bourla||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Election of Director: Cyrus Taraporevala,2025-04-24||717081||Election of Director: Cyrus Taraporevala||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Election of Director: Dan R. Littman,2025-04-24||717081||Election of Director: Dan R. Littman||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Election of Director: James C. Smith,2025-04-24||717081||Election of Director: James C. Smith||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Election of Director: James Quincey,2025-04-24||717081||Election of Director: James Quincey||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Election of Director: Joseph J. Echevarria,2025-04-24||717081||Election of Director: Joseph J. Echevarria||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Election of Director: Mortimer J. Buckley,2025-04-24||717081||Election of Director: Mortimer J. Buckley||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Election of Director: Ronald E. Blaylock,2025-04-24||717081||Election of Director: Ronald E. Blaylock||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Election of Director: Scott Gottlieb,2025-04-24||717081||Election of Director: Scott Gottlieb||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Election of Director: Shantanu Narayen,2025-04-24||717081||Election of Director: Shantanu Narayen||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Election of Director: Susan Desmond-Hellmann,2025-04-24||717081||Election of Director: Susan Desmond-Hellmann||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Election of Director: Susan Hockfield,2025-04-24||717081||Election of Director: Susan Hockfield||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Election of Director: Suzanne Nora Johnson,2025-04-24||717081||Election of Director: Suzanne Nora Johnson||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Issue a Report Evaluating the Risks Related to Religious Discrimination Against Employees,2025-04-24||717081||Issue a Report Evaluating the Risks Related to Religious Discrimination Against Employees||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Ratify the selection of KPMG LLP as independent registered public accounting firm for 2025,2025-04-24||717081||Ratify the selection of KPMG LLP as independent registered public accounting firm for 2025||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
PFIZER INC.,Shareholder Vote Regarding Golden Parachutes,2025-04-24||717081||Shareholder Vote Regarding Golden Parachutes||-1||-1,Pfizer Inc.,,,0,unmatched_left,unmatched
"PHARMACYTE BIOTECH, INC.",Electing Robert Weinstein as director,2025-04-24||71715X||04||Robert Weinstein,PharmaCyte Biotech Inc,Elect Robert Weinstein,47354_1.04,1,Both proposals involve the election of Robert Weinstein as a director.,gpt_matched
"PHARMACYTE BIOTECH, INC.",Electing Joshua N. Silverman as director,2025-04-24||71715X||01||Joshua N. Silverman,PharmaCyte Biotech Inc,,,0,unmatched_left,unmatched
"PHARMACYTE BIOTECH, INC.",Electing Jonathan L. Schechter as director,2025-04-24||71715X||02||Jonathan L. Schechter,PharmaCyte Biotech Inc,,,0,unmatched_left,unmatched
"PHARMACYTE BIOTECH, INC.",Electing Michael M. Abecassis as director,2025-04-24||71715X||03||Michael M. Abecassis,PharmaCyte Biotech Inc,,,0,unmatched_left,unmatched
"PHARMACYTE BIOTECH, INC.",Electing Wayne R. Walker as director,2025-04-24||71715X||05||Wayne R. Walker,PharmaCyte Biotech Inc,,,0,unmatched_left,unmatched
"PHARMACYTE BIOTECH, INC.","To approve by an advisory vote the compensation of our named executive officers, as disclosed in this proxy statement.","2025-04-24||71715X||To approve by an advisory vote the compensation of our named executive officers, as disclosed in this proxy statement.||-1||-1",PharmaCyte Biotech Inc,,,0,unmatched_left,unmatched
"PHARMACYTE BIOTECH, INC.","To ratify the appointment of CBIZ CPAs P.C. as PharmaCyte Biotech, Inc.'s independent registered public accounting firm for the fiscal year ending April 30, 2025.","2025-04-24||71715X||To ratify the appointment of CBIZ CPAs P.C. as PharmaCyte Biotech, Inc.'s independent registered public accounting firm for the fiscal year ending April 30, 2025.||-1||-1",PharmaCyte Biotech Inc,,,0,unmatched_left,unmatched
MOTORSPORT GAMES INC.,"Approval of an amendment to the Amended and Restated Motorsport Games Inc. 2021 Equity Incentive Plan to increase the number of shares of the Company's Class A common stock available for awards thereunder by 200,000 shares.","2025-04-25||62011B||Approval of an amendment to the Amended and Restated Motorsport Games Inc. 2021 Equity Incentive Plan to increase the number of shares of the Company's Class A common stock available for awards thereunder by 200,000 shares.||-1||-1",Motorsport Games Inc.,Amendment to the 2021 Equity Incentive Plan,50764_2,0.9,"Both proposals involve amendments to the 2021 Equity Incentive Plan, focusing on increasing share availability.",gpt_matched
MOTORSPORT GAMES INC.,"Approval of the exercise of warrants issued on July 29, 2024 to purchase up to an aggregate of 949,310 shares of Class A Common Stock under applicable rules and regulations of the Nasdaq Stock Market LLC.","2025-04-25||62011B||Approval of the exercise of warrants issued on July 29, 2024 to purchase up to an aggregate of 949,310 shares of Class A Common Stock under applicable rules and regulations of the Nasdaq Stock Market LLC.||-1||-1",Motorsport Games Inc.,Issuance of Common Stock upon Warrant Exercise,50764_1,0.8,"Both proposals pertain to the issuance of shares, specifically related to warrant exercises.",gpt_matched
MOTORSPORT GAMES INC.,"Approval to adjourn the 2025 Annual Meeting to a later date, if necessary or appropriate, to permit further solicitation and vote of proxies in the event that there are insufficient votes for, or otherwise in connection with, the approval of Proposal No. 4.","2025-04-25||62011B||Approval to adjourn the 2025 Annual Meeting to a later date, if necessary or appropriate, to permit further solicitation and vote of proxies in the event that there are insufficient votes for, or otherwise in connection with, the approval of Proposal No. 4.||-1||-1",Motorsport Games Inc.,Issuance of Common Stock,50764_4,0.6,"Both proposals involve the issuance of common stock, with the left proposal addressing the need for further solicitation related to stock issuance.",gpt_matched
MOTORSPORT GAMES INC.,Election of Class I Director: Andrew P. Jacobson,2025-04-25||62011B||Election of Class I Director: Andrew P. Jacobson||-1||-1,Motorsport Games Inc.,,,0,unmatched_left,unmatched
MOTORSPORT GAMES INC.,Election of Class I Director: Navtej Singh Sunner,2025-04-25||62011B||Election of Class I Director: Navtej Singh Sunner||-1||-1,Motorsport Games Inc.,,,0,unmatched_left,unmatched
MOTORSPORT GAMES INC.,"Ratification of the selection of Grassi & Co., CPAs, P.C. as the Company's independent registered public accounting firm for the year ending December 31, 2025.","2025-04-25||62011B||Ratification of the selection of Grassi & Co., CPAs, P.C. as the Company's independent registered public accounting firm for the year ending December 31, 2025.||-1||-1",Motorsport Games Inc.,,,0,unmatched_left,unmatched
FMC CORPORATION,"Approval, by non-binding vote, of executive compensation.","2025-04-29||302491||Approval, by non-binding vote, of executive compensation.||-1||-1",FMC Corporation,Advisory Vote to Ratify Named Executive Officers' Compensation,583_3,0.9,"Both proposals relate to executive compensation, with the left proposal being a non-binding vote on executive compensation and the right proposal being an advisory vote to ratify named executive officers' compensation.",gpt_matched
FMC CORPORATION,Election of Director to serve for a one-year term: Anthony DiSilvestro,2025-04-29||302491||Election of Director to serve for a one-year term: Anthony DiSilvestro||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Election of Director to serve for a one-year term: C. Scott Greer,2025-04-29||302491||Election of Director to serve for a one-year term: C. Scott Greer||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Election of Director to serve for a one-year term: Carol Anthony (John) Davidson,2025-04-29||302491||Election of Director to serve for a one-year term: Carol Anthony (John) Davidson||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Election of Director to serve for a one-year term: Dirk A. Kempthorne,2025-04-29||302491||Election of Director to serve for a one-year term: Dirk A. Kempthorne||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Election of Director to serve for a one-year term: Eduardo E. Cordeiro,2025-04-29||302491||Election of Director to serve for a one-year term: Eduardo E. Cordeiro||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Election of Director to serve for a one-year term: John M. Raines,2025-04-29||302491||Election of Director to serve for a one-year term: John M. Raines||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Election of Director to serve for a one-year term: Kathy L. Fortmann,2025-04-29||302491||Election of Director to serve for a one-year term: Kathy L. Fortmann||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Election of Director to serve for a one-year term: K'Lynne Johnson,2025-04-29||302491||Election of Director to serve for a one-year term: K'Lynne Johnson||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Election of Director to serve for a one-year term: Margareth Ã˜vrum,2025-04-29||302491||Election of Director to serve for a one-year term: Margareth Ã˜vrum||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Election of Director to serve for a one-year term: Patricia Verduin,2025-04-29||302491||Election of Director to serve for a one-year term: Patricia Verduin||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Election of Director to serve for a one-year term: Pierre Brondeau,2025-04-29||302491||Election of Director to serve for a one-year term: Pierre Brondeau||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Election of Director to serve for a one-year term: Robert C. Pallash,2025-04-29||302491||Election of Director to serve for a one-year term: Robert C. Pallash||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Election of Director to serve for a one-year term: Steven T. Merkt,2025-04-29||302491||Election of Director to serve for a one-year term: Steven T. Merkt||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Ratification of the appointment of independent registered public accounting firm.,2025-04-29||302491||Ratification of the appointment of independent registered public accounting firm.||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Vote on a proposal to eliminate supermajority voting provisions in FMC's certificate of incorporation.,2025-04-29||302491||Vote on a proposal to eliminate supermajority voting provisions in FMC's certificate of incorporation.||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Vote on an advisory management proposal to provide stockholders the right to call a special meeting of stockholders at a 25% ownership threshold.,2025-04-29||302491||Vote on an advisory management proposal to provide stockholders the right to call a special meeting of stockholders at a 25% ownership threshold.||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
FMC CORPORATION,Vote on an advisory stockholder proposal to provide stockholders the right to call a special meeting of stockholders at a 10% ownership threshold.,2025-04-29||302491||Vote on an advisory stockholder proposal to provide stockholders the right to call a special meeting of stockholders at a 10% ownership threshold.||-1||-1,FMC Corporation,,,0,unmatched_left,unmatched
MASIMO CORPORATION,An advisory vote to approve the compensation of our named executive officers.,2025-04-29||574795||An advisory vote to approve the compensation of our named executive officers.||-1||-1,Masimo Corporation,Advisory Vote to Ratify Named Executive Officers' Compensation,1835_3,0.9,"Both proposals relate to the compensation of named executive officers, with one being an advisory vote and the other a ratification.",gpt_matched
MASIMO CORPORATION,Election of Director: Catherine Szyman,2025-04-29||574795||Election of Director: Catherine Szyman||-1||-1,Masimo Corporation,Elect Management Nominee Director Christopher Chavez,1835_1a,0.5,"Both proposals involve the election of directors, although they pertain to different individuals.",gpt_matched
MASIMO CORPORATION,Election of Director: Darlene Solomon,2025-04-29||574795||Election of Director: Darlene Solomon||-1||-1,Masimo Corporation,,,0,unmatched_left,unmatched
MASIMO CORPORATION,Election of Director: Timothy Scannell,2025-04-29||574795||Election of Director: Timothy Scannell||-1||-1,Masimo Corporation,,,0,unmatched_left,unmatched
MASIMO CORPORATION,Election of Director: Wendy Lane,2025-04-29||574795||Election of Director: Wendy Lane||-1||-1,Masimo Corporation,,,0,unmatched_left,unmatched
MASIMO CORPORATION,Election of Director: William Jellison,2025-04-29||574795||Election of Director: William Jellison||-1||-1,Masimo Corporation,,,0,unmatched_left,unmatched
MASIMO CORPORATION,"To ratify the selection of Grant Thornton LLP as the Company's independent registered public accounting firm for the fiscal year ending January 3, 2026.","2025-04-29||574795||To ratify the selection of Grant Thornton LLP as the Company's independent registered public accounting firm for the fiscal year ending January 3, 2026.||-1||-1",Masimo Corporation,,,0,unmatched_left,unmatched
MASIMO CORPORATION,,,Masimo Corporation,Elect Management Nominee Director Joe Kiani,1835_1b,0,unmatched_right,unmatched
TRUIST FINANCIAL CORPORATION,Advisory vote to approve Truist's executive compensation program.,2025-04-29||89832Q||Advisory vote to approve Truist's executive compensation program.||-1||-1,Truist Financial Corporation,Advisory Vote to Ratify Named Executive Officers' Compensation,264_3,0.8,"Both proposals relate to executive compensation, with the left proposal being an advisory vote on the compensation program and the right proposal focusing on ratifying named executive officers' compensation.",gpt_matched
TRUIST FINANCIAL CORPORATION,Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Agnes Bundy Scanlan,2025-04-29||89832Q||Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Agnes Bundy Scanlan||-1||-1,Truist Financial Corporation,,,0,unmatched_left,unmatched
TRUIST FINANCIAL CORPORATION,Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Bruce L. Tanner,2025-04-29||89832Q||Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Bruce L. Tanner||-1||-1,Truist Financial Corporation,,,0,unmatched_left,unmatched
TRUIST FINANCIAL CORPORATION,Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Charles A. Patton,2025-04-29||89832Q||Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Charles A. Patton||-1||-1,Truist Financial Corporation,,,0,unmatched_left,unmatched
TRUIST FINANCIAL CORPORATION,Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Dallas S. Clement,2025-04-29||89832Q||Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Dallas S. Clement||-1||-1,Truist Financial Corporation,,,0,unmatched_left,unmatched
TRUIST FINANCIAL CORPORATION,Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Donna S. Morea,2025-04-29||89832Q||Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Donna S. Morea||-1||-1,Truist Financial Corporation,,,0,unmatched_left,unmatched
TRUIST FINANCIAL CORPORATION,Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Jennifer S. Banner,2025-04-29||89832Q||Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Jennifer S. Banner||-1||-1,Truist Financial Corporation,,,0,unmatched_left,unmatched
TRUIST FINANCIAL CORPORATION,"Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: K. David Boyer, Jr.","2025-04-29||89832Q||Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: K. David Boyer, Jr.||-1||-1",Truist Financial Corporation,,,0,unmatched_left,unmatched
TRUIST FINANCIAL CORPORATION,Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Laurence Stein,2025-04-29||89832Q||Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Laurence Stein||-1||-1,Truist Financial Corporation,,,0,unmatched_left,unmatched
TRUIST FINANCIAL CORPORATION,Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Linnie M. Haynesworth,2025-04-29||89832Q||Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Linnie M. Haynesworth||-1||-1,Truist Financial Corporation,,,0,unmatched_left,unmatched
TRUIST FINANCIAL CORPORATION,Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Steven C. Voorhees,2025-04-29||89832Q||Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Steven C. Voorhees||-1||-1,Truist Financial Corporation,,,0,unmatched_left,unmatched
TRUIST FINANCIAL CORPORATION,Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Thomas E. Skains,2025-04-29||89832Q||Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: Thomas E. Skains||-1||-1,Truist Financial Corporation,,,0,unmatched_left,unmatched
TRUIST FINANCIAL CORPORATION,"Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: William H. Rogers, Jr.","2025-04-29||89832Q||Election of Director for a one-year term expiring at the 2026 Annual Meeting of Shareholders: William H. Rogers, Jr.||-1||-1",Truist Financial Corporation,,,0,unmatched_left,unmatched
TRUIST FINANCIAL CORPORATION,Ratification of the appointment of PricewaterhouseCoopers LLP as Truist's independent registered public accounting firm for 2025.,2025-04-29||89832Q||Ratification of the appointment of PricewaterhouseCoopers LLP as Truist's independent registered public accounting firm for 2025.||-1||-1,Truist Financial Corporation,,,0,unmatched_left,unmatched
AIM IMMUNOTECH INC.,"To approve a series of alternate amendments to our Certificate of Incorporation to effect, at the option of our Board of Directors, a reverse stock split of our outstanding common stock at a ratio of up to 1-for-100, such ratio to be determined by our Board of Directors in its sole discretion. We refer to this proposal as the ""Reverse Stock Split Proposal"" or ""Proposal 1.""","2025-04-30||00901B||To approve a series of alternate amendments to our Certificate of Incorporation to effect, at the option of our Board of Directors, a reverse stock split of our outstanding common stock at a ratio of up to 1-for-100, such ratio to be determined by our Board of Directors in its sole discretion. We refer to this proposal as the ""Reverse Stock Split Proposal"" or ""Proposal 1.""||-1||-1",AIM ImmunoTech Inc.,Reverse Stock Split,5014_1,0.9,"Both proposals involve a reverse stock split, making them directly related in terms of corporate actions.",gpt_matched
AIM IMMUNOTECH INC.,,,AIM ImmunoTech Inc.,Advisory Vote on Executive Compensation,5014_3,0,unmatched_right,unmatched
AIM IMMUNOTECH INC.,,,AIM ImmunoTech Inc.,Elect Management Nominee Stewart L. Appelrouth,5014_1.01,0,unmatched_right,unmatched
AIM IMMUNOTECH INC.,,,AIM ImmunoTech Inc.,Elect Management Nominee  Thomas K. Equels,5014_1.03,0,unmatched_right,unmatched
AIM IMMUNOTECH INC.,,,AIM ImmunoTech Inc.,Elect Management Nominee William M. Mitchell,5014_1.04,0,unmatched_right,unmatched
